Scholar ID,Gender,Black or African American,Hispanic or Latinx,Native Hawaiian or Pacific Islander,Asian,American Indian or Alaska Native,White,Family Income,Family Size,Federal Poverty Level Percentage,First Generation College Student,High School,High School Graduation Year,HS Unweighted GPA,HS Weighted GPA,Class Rank,Class Size,SAT Math,SAT Critical Reading,SAT Total,Scholar Status,Scholar Secondary Status,Last Renewal Date,Cohort,SA Cohort,Completed SA as Junior,Completed SA as Senior,# SA Cohorts,SA Chemistry,SA Computer Science,Scholar College,College Forbes Ranking,College Forbes Ranking 2018,Intended Major,Intended Major STEM?,College Graduation Year,# Years of College,# of College Terms,Current Major,Current Major Category,Current Major STEM?,Reported Total GPA,GPA - Freshman Year,GPA - Sophomore Year,GPA - Junior Year,GPA - Senior Year,GPA - Super Senior,College Degree Earned Type,Estimated Student Loans at Graduation,6 Months Post College: Employment Status,6 Months Post College: Graduate School
a013900001XRaHg,Female,0,0,0,1,0,0,36059,3,174,1,William Howard Taft High School,2017,3.977,4.177,19,486,700,700,1400,Current Scholar,,2019 Fall,2017,,1,0,1,0,0,Haverford College,25,38,ENGINEERING.: Architectural Engineering.,1,2021,4,4,Architecture.,Architecture,0,3.81,,,,,,,,,
a013900001c2j8v,Male,0,0,0,1,0,0,20894,4,83,1,Boston Latin School,2016,3.97,4.31,,412,740,600,2010,Current Scholar,,2019 Fall,2016,,1,0,1,0,0,Haverford College,25,38,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.: Computer Science.,1,2020,4,6,Computer Science.,Computer Science,1,3.84,,,,,,,,,
a013900001cC7hr,Female,1,0,0,0,0,0,27000,4,108,0,University High School,2019,3.8,3.93,,,660,650,1400,Current Scholar,Summer Academy,,2019,2018,1,1,2,0,0,Haverford College,25,38,,0,,,,,,,,,,,,,,,,
a013900001c2j2H,Male,0,1,0,0,0,0,44080,5,150,1,Middle College @ Durham Tech,2018,3.99,4.7,2,74,,,,Current Scholar,Summer Academy,2019 Fall,2018,,0,1,1,0,1,Wesleyan University,33,37,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,1,2022,4,3,Computer Science.,Computer Science,1,3.38,,,,,,,,,
a013900001XRaPZ,Female,1,0,0,0,0,0,10411,2,63,1,Wildwood,2017,3.4,3.51,,49,,,,Current Scholar,,2019 Fall,2017,2017,1,1,2,0,0,Wesleyan University,33,37,ENGLISH LANGUAGE AND LITERATURE/LETTERS.: American Literature (United States).,0,2021,4,4,American Literature (United States).,English,0,3.39,,,,,,,,,
a017000001P6W6n,Female,1,0,0,0,0,0,18000,6,53,1,Granada Hills High School,2014,,3.6,,,710,620,1970,Scholar Alumni,,2018 Spring,2014,,1,0,1,0,0,Wesleyan University,33,37,MATHEMATICS AND STATISTICS.: Mathematics.,1,2018,4,7,Mathematics,Math and Stats,1,3.73,3.9,,,,,B.A.,No Student Loans,,
a013900001WSy1S,Male,0,1,0,0,0,0,15471,6,46,1,San Pedro High School,2016,3.633,3.983,60,544,560,600,1750,Current Scholar,,2019 Fall,2016,,0,0,0,0,0,Wesleyan University,33,37,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Neuroscience.,1,2020,4,6,Psychology,Psychology,0,3.37,,,,,,,,,
a013900001Xiovl,Female,0,1,0,0,1,0,20000,5,68,1,Alliance Cindy and Bill Simon Technology Academy High School,2018,3.98,4.44,1,118,520,650,1170,Current Scholar,,2019 Fall,2018,2017,1,0,1,0,0,Wesleyan University,33,37,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business/Managerial Economics.",0,2022,4,2,Applied Economics.,Social Sciences,0,2.75,,,,,,,,,
a013900001c2j23,Female,0,1,0,0,0,1,15600,3,75,1,Pioneer Charter School of Science,2018,3.93,4.01,,39,,,,Current Scholar,,2019 Fall,2018,,0,0,0,0,0,Wesleyan University,33,37,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",0,2022,4,2,Economics.,Social Sciences,0,3.24,,,,,,,,,
a013900001cVXSE,Female,1,0,0,0,0,0,10000,2,61,0,Alexander Hamilton High School Complex,2019,3.76,4.2,,,560,610,1170,Current Scholar,Summer Academy,,2019,2018,1,1,2,0,0,Wesleyan University,33,37,,0,,,,,,,,,,,,,,,,
a013900001cB7vu,Female,0,1,0,0,0,0,14400,4,57,1,University High School,2019,3.912,4.012,12,288,,,1170,Current Scholar,,2019 Fall,2019,2018,1,0,1,0,0,Wesleyan University,33,37,,0,,,,,,,,,,,,,,,,
a017000001Q7Pfe,Female,0,1,0,0,0,0,18702,4,75,1,California Academy Of Mathematics And Science,2015,,4.25,n/a,161,670,630,1990,Scholar Alumni,,2019 Spring,2015,,0,0,0,0,0,Middlebury College,39,36,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Neuroscience.,1,2019,4,10,Neuroscience,Biology,1,3.62,,,,,,B.A.,No Student Loans,,
a017000001Q8J8y,Female,1,0,0,0,0,0,8760,7,23,1,Foshay Learning Center,2015,,3.873,19,180,580,500,1580,Current Scholar,,2018 Fall,2015,,0,0,0,0,0,Middlebury College,39,36,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Neuroscience.,1,2019 W,3.5,7,Neuroscience.,Biology,1,3.03,,,,,,,,,
a017000001JTPBe,Male,0,1,0,0,0,0,31000,5,105,1,Loyola High School,2013,,3.7,,,610,560,1770,Scholar Alumni,,2017 Spring,2013,,0,0,0,0,0,Middlebury College,39,36,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business Economics.",0,2017,4,11,Economics,Business,0,3.47,3.25,3.32,,,,B.A.,,,
a017000001JTPEU,Female,0,1,0,0,0,0,33885,7,89,1,Gertz Ressler High School,2014,,4.12,,,660,530,1740,Scholar Alumni,,2018 Spring,2014,2014,1,1,2,1,0,Middlebury College,39,36,UNDECLARED.: Undeclared.,0,2018,4,9,Civil Engineering,Engineering,1,3.5,,,,,,B.A.,No Student Loans,,
a017000001JTPBU,Male,0,1,0,0,0,0,9017,5,31,1,Benjamin Franklin High School,2012,,3.854,20,299,510,590,1660,Scholar Alumni,,2018 Fall,2012,,0,0,0,0,0,Middlebury College,39,36,UNDECLARED.: Undeclared.,0,2016,4,12,English,English,0,3,2.44,2.61,2.75,,,B.A.,,,
a017000001JTP4U,Female,1,0,0,0,0,0,62768,2,381,0,King Drew Magnet High School Of Medicine & Science,2012,,3.9,,,540,610,1780,Scholar Alumni,,2016 Spring,2012,,0,0,0,0,0,Middlebury College,39,36,PSYCHOLOGY.: Psychology.,0,2016,4,10,Public Health,Health Professions,0,3.16,2.7,2.82,3.25,,,B.A.,,,
a017000001JTPEo,Female,0,0,1,1,0,0,41279,4,164,1,Benjamin Franklin High School,2014,,3.2,,,620,550,1820,Scholar Alumni,,2018 Spring,2014,2014,1,1,2,0,0,Middlebury College,39,36,UNDECLARED.: Undeclared.,0,2018,4,9,Legal studies; Politicls,Legal Professions,0,2.93,,,,,,B.A.,"10,000-19,999",,
a013900001Ybf89,Female,0,1,0,0,0,0,30322,5,103,1,Alliance Judy Ivie Burton Technology High School,2018,3.86,4.2,2,144,650,570,1220,Current Scholar,Summer Academy,2019 Fall,2018,2017,1,1,2,0,0,Middlebury College,39,36,MATHEMATICS AND STATISTICS.,1,2022,4,2,Applied Mathematics.,Math and Stats,1,3.48,,,,,,,,,
a013900001WSyVW,Female,0,1,0,0,0,0,94213,5,320,1,Bell High School,2016,3.976,4.276,2,565,680,540,1840,Current Scholar,,2019 Fall,2016,2016,0,1,1,0,0,Middlebury College,39,36,UNDECLARED.: Undeclared.,0,2020,4,7,Mathematics,Math and Stats,1,3.64,,,,,,,,,
a017000001Q8JBJ,Female,0,1,0,0,0,0,41586,4,166,1,Bell High School,2015,,4.167,25,820,530,550,1610,Scholar Alumni,,2019 Spring,2015,2015,0,1,1,0,0,Middlebury College,39,36,SOCIAL SCIENCES.: International Relations and Affairs.,0,2019,4,9,International Global Studies,Multi/Interdisciplinary Studies,0,3.3,,,,,,B.A.,No Student Loans,"Not employed, but seeking employment",
a013900001WSyXw,Female,0,1,0,0,0,0,11350,2,69,1,Bell High School,2016,3.767,4.042,28,714,550,650,1780,Current Scholar,,2019 Spring,2016,2016,0,1,1,0,0,Middlebury College,39,36,SOCIAL SCIENCES.: International Relations and Affairs.,0,2020,4,7,International/Global Studies.,Multi/Interdisciplinary Studies,0,2.79,,,,,,,,,
a013900001ZFxor,Female,0,1,0,0,0,0,11165,5,38,1,Maywood Academy High School,2017,3.767,4.067,3,303,720,690,1410,Current Scholar,Did Not Renew,2019 Fall,2017,2017,1,1,2,0,0,Middlebury College,39,36,SOCIAL SCIENCES.: Political Science and Government.,0,2021,4,3,Economics.,Social Sciences,0,2.66,,,,,,,,,
a017000001JTPEW,Male,0,0,1,1,0,0,41573,4,166,0,Downtown Magnets High School,2014,,4,,,620,680,1990,Scholar Alumni,,2018 Spring,2014,2014,1,1,2,0,0,Middlebury College,39,36,UNDECLARED.: Undeclared.,0,2018,4,9,Environmental Economics,Social Sciences,0,3.54,,,,,,,,,
a017000001JTP4r,Female,0,1,0,0,0,0,61107,7,161,1,Bell High School,2012,,4.1,,,570,560,1690,Scholar Alumni,,2017 Spring,2012,,0,0,0,0,0,Middlebury College,39,36,SOCIAL SCIENCES.: International Relations and Affairs.,0,2016,4,11,International & Global Studies,Social Sciences,0,3.27,3.03,3.05,3,,,B.A.,,,
a017000001Q8JKu,Female,0,0,0,1,0,0,32493,6,96,1,Downtown Magnets High School,2015,,4.423,12,237,,,,Scholar Alumni,,2019 Spring,2015,2015,0,1,1,0,0,Middlebury College,39,36,SOCIAL SCIENCES.: Political Science and Government.,0,2019,4,11,International Politics and Economics,Social Sciences,0,3.6,,,,,,B.A.,No Student Loans,,
a013900001c2jwT,Male,0,1,0,0,1,1,55929,,110,1,West Adams,2018,3.787,4.062,6,330,630,610,1240,Current Scholar,Summer Academy,2019 Fall,2018,,0,1,1,0,0,Middlebury College,39,36,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business/Managerial Economics.",0,2022,4,3,International Politics and Economics,Social Sciences,0,2.81,,,,,,,,,
a013900001XRafb,Female,0,1,0,0,0,1,34521,5,117,1,Schurr High School,2017,3.68,3.91,31,639,630,710,1340,Current Scholar,,2019 Spring,2017,2017,1,1,2,0,0,Middlebury College,39,36,SOCIAL SCIENCES.: Political Science and Government.,0,2021,4,3,Political Science and Government.,Social Sciences,0,3.2,,,,,,,,,
a013900001c2j0N,Male,0,0,0,0,0,1,17933,2,109,1,Waltham Sr High,2018,3.88,4.88,Top 6%,393,,,,Current Scholar,Summer Academy,2019 Fall,2018,,0,1,1,0,1,Washington University in St. Louis,36,35,Finance,0,2021 W,2.5,2,Economics.,Social Sciences,0,3.54,,,,,,,,,
a013900001cTuCJ,Female,1,0,0,0,0,0,26235,3,126,1,Whitney M Young Magnet High School,2019,3.9,4.78,,,600,560,1160,Current Scholar,,2019 Fall,2019,2018,1,0,1,0,0,Washington University in St. Louis,36,35,SOCIAL SCIENCES.,0,,,,,,,,,,,,,,,,
a013900001c2j8y,Male,0,1,0,0,0,1,20745,2,126,1,Revere High School,2016,3.9,3.9,43,405,570,550,1800,Current Scholar,,2019 Fall,2016,2016,1,1,2,0,0,University of Virginia,40,34,"ENGINEERING.: Aerospace, Aeronautical and Astronautical Engineering.",1,2020,4,6,"Aerospace, Aeronautical and Astronautical/Space Engineering.",Engineering,1,3.48,,,,,,,,,
a013900001c2j34,Male,1,0,0,0,0,0,64428,5,219,1,Boston Latin Academy,2017,3.2,3.62,,,650,,1370,Current Scholar,,2019 Spring,2017,,1,0,1,0,0,University of Virginia,40,34,ENGINEERING.: Other,1,2021,4,3,Electrical and Electronics Engineering,Engineering,1,2.57,,,,,,,,,
a017000001JTPBp,Female,1,0,0,0,0,0,90172,8,213,0,St. Mary's Academy,2013,,3.5,,,,,,Scholar Alumni,,2017 Spring,2013,,0,0,0,0,0,Tufts University,32,33,ENGINEERING.: Chemical Engineering.,1,2017,4,9,Asian Studies,Area Studies,0,2.95,2.8,2.62,,,,B.S.,"More than 30,000",,
a013900001c2j99,Female,1,0,0,0,0,0,35041,5,119,0,Boston Latin Academy,2016,3.78,4.11,,,620,530,1780,Current Scholar,,2019 Spring,2016,2016,1,1,2,0,0,Tufts University,32,33,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biochemistry.,1,2020,4,5,"Biology/Biological Sciences, General.",Biology,1,2.94,,,,,,,,,
a013900001c2j9c,Female,0,0,0,1,0,0,0,4,0,1,Boston Latin Academy,2016,3.88,4.21,10,259,720,710,2040,Current Scholar,,2019 Fall,2016,2016,0,1,1,0,0,Tufts University,32,33,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biology/Biological Sciences, General.",1,2020,4,7,"Biology/Biological Sciences, General.",Biology,1,3.66,,,,,,,,,
a013900001YINif,Male,0,1,0,0,0,0,20288,4,81,1,South East High School,2018,3.906,4.081,7,579,610,580,1190,Current Scholar,,2019 Spring,2018,2017,1,0,1,0,0,Tufts University,32,33,Something STEM,0,2022,4,1,"Biology/Biological Sciences, General.",Biology,1,3.57,,,,,,,,,
a013900001c2j0m,Female,0,0,0,1,0,0,0,2,0,1,Chelsea High,2018,4,4.69,Top 10%,,,,,Current Scholar,,2019 Fall,2018,,0,0,0,0,0,Tufts University,32,33,MULTI/INTERDISCIPLINARY STUDIES.: Human Biology.,1,2022,4,2,"Biology/Biological Sciences, General.",Biology,1,3.41,,,,,,,,,
a013900001Xzb7Q,Male,1,0,0,0,0,0,37283,2,227,1,California Academy Of Mathematics And Science,2018,3.64,3.75,,,690,580,1270,Current Scholar,,2019 Fall,2018,2017,1,0,1,0,0,Tufts University,32,33,ENGINEERING.,1,2022,4,3,Mechanical Engineering.,Engineering,1,3.1,,,,,,,,,
a013900001c2j0p,Female,1,0,0,0,0,0,0,6,0,1,Brighton High School,2018,4,4.67,4,218,,,,Current Scholar,,2019 Spring,2018,,0,0,0,0,0,Tufts University,32,33,ENGINEERING.,1,2022,4,1,School of Engineering,Engineering,1,3.55,,,,,,,,,
a013900001c2j6a,Female,1,0,0,0,0,0,52860,4,211,1,Boston Latin School,2014,,0,,,570,680,1870,Scholar Alumni,,2017 Fall 2017 Fall,2014,2014,0,1,1,0,0,Tufts University,32,33,,0,2018,4,3,Child Study and Human Development,Health Professions,0,3.82,,,,,,B.A.,No Student Loans,,
a017000001JTP50,Male,1,0,0,0,0,0,73000,3,351,1,The Thacher High School,2012,,3.21,,,610,590,1790,Scholar Alumni,,2016 Spring,2012,,0,0,0,0,0,Tufts University,32,33,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.: American/United States Studies/Civilization.",0,2016,4,7,Interdisciplinary Studies: The Effects of Media and Pop Culture in Identity Formation,Multi/Interdisciplinary Studies,0,3.52,3.2,3.36,3.63,,,B.A.,,,
a013900001c2j0C,Female,0,0,0,1,0,0,23760,4,95,1,John D O'Bryant School Of Mathematics And Science,2018,3.89,4.49,,,,,,Current Scholar,,2019 Fall,2018,,0,0,0,0,0,Tufts University,32,33,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biochemistry.,1,2022,4,3,Chemistry.,Physical Sciences,1,3.72,,,,,,,,,
a017000001Q6gKw,Male,0,1,0,0,0,0,26822,4,107,1,Lawndale High School,2015,,4.421,11,618,740,530,1900,Scholar Alumni,,2019 Spring,2015,2015,1,1,2,1,0,Tufts University,32,33,PHYSICAL SCIENCES.: Physics.,1,2019,4,8,Physics,Physical Sciences,1,3.21,,,,,,B.S.,"5,000-9,999",,
a013900001UjrMp,Female,1,0,0,0,0,0,0,2,0,0,University High School,2016,3.522,3.722,,,530,720,2020,Current Scholar,,2019 Fall,2016,,0,0,0,0,0,Tufts University,32,33,ENGLISH LANGUAGE AND LITERATURE/LETTERS.: English Language and Literature.,0,2020,4,7,Anthropology.,Social Sciences,0,3.68,,,,,,,,,
a017000001JTPAE,Male,0,1,0,0,0,0,11094,4,44,1,Harvard-Westlake School,2014,,3.9,,,620,590,1830,Scholar Alumni,,2018 Fall,2014,,0,0,0,0,0,Tufts University,32,33,NATURAL RESOURCES AND CONSERVATION.: Environmental Studies.,0,2018,4,8,Economics.,Social Sciences,0,3.14,,,,,,,,,
a013900001cVXdb,Male,0,0,1,1,0,0,56960,5,194,1,Lynn Classical High School,2019,3.957,4.408,6,405,,,,Current Scholar,Summer Academy,2019 Fall,2019,2018,0,1,1,0,0,Tufts University,32,33,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,1,,,,,,,,,,,,,,,,
a013900001cUbd9,Female,0,1,0,0,0,0,9195,3,44,1,New West Charter,2019,3.87,0,,,,,1300,Current Scholar,,2019 Fall,2019,2018,1,0,1,0,0,Tufts University,32,33,,0,,,,,,,,,,,,,,,,
a013900001cUbNQ,Male,1,0,0,0,0,0,60000,2,365,0,Columbia High School,2019,4,4.28,1,201,550,690,1240,Current Scholar,Summer Academy,2019 Fall,2019,2018,1,1,2,0,0,Vanderbilt University,27,32,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",0,,,,,,,,,,,,,,,,
a017000001Q8JAL,Female,0,0,0,1,0,0,36835,6,109,1,Franscisco Bravo Medical  Magnet High School,2015,,4.344,11,375,680,770,2130,Scholar Alumni,,2019 Spring,2015,2015,0,1,1,1,0,University of Southern California,44,30,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biology/Biological Sciences, General.",1,2019,4,7,Biological Sciences,Biology,1,3.78,,,,,,B.A.,"Less than 5,000","Not employed, but seeking employment",
a017000001JTP4G,Male,0,1,0,0,0,0,33803,4,135,1,Harbor Teacher Preparation Academy,2012,,4.01,,,720,550,1850,Scholar Alumni,,2016 Spring,2012,,0,0,0,0,0,University of Southern California,44,30,ENGINEERING.: Industrial Engineering.,1,2016,4,9,Biology,Biology,1,3.56,3.43,3.54,4,,,B.S.,No Student Loans,"Employed, full-time",Eventually
a017000001JTOnT,Male,0,1,0,0,0,0,40870,4,163,1,Miguel Contreras Learning Complex,2012,,3.91,,,650,640,1920,Scholar Alumni,,2016 Spring,2012,2012,0,1,1,0,0,University of Southern California,44,30,MATHEMATICS AND STATISTICS.: Computational and Applied Mathematics.,1,2016,4,7,Biology,Biology,1,3.61,3.35,3.63,3.675,,,B.A.,,,
a013900001YwHop,Female,0,1,0,0,0,0,7568,4,30,0,Campbell Hall,2017,3.73,4.206,,124,,,,Current Scholar,,2019 Spring,2017,,1,0,1,0,0,University of Southern California,44,30,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Other,1,2021,4,3,Human Biology,Biology,1,2.95,,,,,,,,,
a013900001Ukxmc,Female,1,0,0,0,0,0,9709,4,39,0,Culver City High School,2016,3.76,4.13,33,477,700,570,1800,Current Scholar,,2019 Fall,2016,,0,0,0,0,0,University of Southern California,44,30,UNDECLARED.: Undeclared.,0,2020,4,7,Human Biology.,Biology,1,3.25,,,,,,,,,
a013900001Yu0zS,Male,0,1,0,0,0,0,16013,5,54,1,Venice High School,2017,3.977,4.2,11,434,640,580,1220,Current Scholar,,2019 Fall,2017,2017,0,1,1,0,0,University of Southern California,44,30,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Neuroscience.,1,2020,3,4,Neuroscience.,Biology,1,3.1,,,,,,,,,
a017000001JTPB5,Male,1,0,0,0,0,0,31080,2,189,1,Foshay Learning Center,2013,,3.7,,,570,580,1650,Scholar Alumni,,2017 Spring,2013,,0,0,0,0,0,University of Southern California,44,30,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Accounting and Related Services.",0,2018,5,10,Accounting,Business,0,2.49,2.62,1.92,,,,,,,
a017000001P6W4r,Male,0,0,0,1,0,0,70000,6,207,1,Cathedral High School,2014,,4.24,,,650,560,1780,Scholar Alumni,,2019 Spring,2014,,1,0,1,0,0,University of Southern California,44,30,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Accounting and Related Services.",0,2019,5,8,Accounting,Business,0,3.24,3.071,,,,,B.S.,"20,000-29,999",,
a017000001JTP5I,Female,0,0,0,0,0,0,10524,2,64,1,Foshay Learning Center,2012,,3.93,,,560,680,1830,Scholar Alumni,,2018 Spring,2012,,0,0,0,0,0,University of Southern California,44,30,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business Administration, Management and Operations.",0,2018,6,10,Business Administration,Business,0,2.91,3.04,3.24,3.15,,,,,,
a013900001XRZp3,Female,0,1,0,0,0,0,78742,3,379,1,Bright Star Secondary Charter Academy,2017,3.76,4.11,8,132,590,650,1240,Current Scholar,,2019 Fall,2017,2017,1,1,2,0,0,University of Southern California,44,30,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business Administration, Management and Operations.",0,2021,4,4,"Business Administration, Management and Operations.",Business,0,2.78,,,,,,,,,
a017000001JTPBK,Female,1,0,0,0,0,0,48360,3,233,1,Westchester High School,2014,,4.2,,,530,660,1820,Scholar Alumni,,2018 Spring,2014,,0,0,0,0,0,University of Southern California,44,30,SOCIAL SCIENCES.: Political Science and Government.,0,2018,4,7,Broadcast & Digital Journalism,Communication/Journalism,0,3.49,3.25,,,,,B.A.,"10,000-19,999",,
a013900001WSyUT,Female,0,1,0,0,0,0,30987,3,149,1,Foshay Learning Center,2016,3.5,3.654,,,490,670,1750,Current Scholar,,2019 Fall,2016,,0,0,0,0,0,University of Southern California,44,30,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.: Communication and Media Studies.",0,2020,4,6,Journalism.,Communication/Journalism,0,2.93,,,,,,,,,
a013900001XQcxs,Female,1,1,0,0,0,0,80544,2,489,0,USC Hybrid High School,2017,3.84,4.18,9,97,,,,Current Scholar,,2019 Fall,2017,2017,1,1,2,0,0,University of Southern California,44,30,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.: Journalism.",0,2021,4,4,Journalism.,Communication/Journalism,0,3.46,,,,,,,,,
a017000001Q8JJh,Female,0,1,0,0,0,0,15792,4,63,1,Foshay Learning Center,2015,,3.738,30,178,540,600,1700,Current Scholar,Community College,2019 Spring,2015,,0,0,0,0,0,University of Southern California,44,30,VISUAL AND PERFORMING ARTS.: Art/Art Studies.,0,2020,5,7,Mass Communication/Media Studies.,Communication/Journalism,0,3.88,,,,,,,,,
a017000001RUO01,Male,1,0,0,0,0,0,14163,2,86,0,,2014,,3.7,35,561,720,730,2060,Scholar Alumni,,2019 Spring,2014,,0,0,0,0,0,University of Southern California,44,30,ENGINEERING.: Engineering.,1,2019,5,9,Computer Science,Computer Science,1,3.3,,,,,,B.S.,No Student Loans,"Not employed, and not seeking employment",
a017000001JTPEv,Female,0,0,0,0,0,1,27531,4,110,1,Granada Hills High School,2014,,3.51,,,610,560,1910,Scholar Alumni,,2018 Spring,2014,2014,1,1,2,0,0,University of Southern California,44,30,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Public Health.,0,2018,4,7,Mathematics Education,Education,0,3.84,,,,,,B.S.,"More than 30,000",,
a017000001JTP59,Female,0,1,0,0,0,0,14769,6,44,1,Garfield Senior High School,2012,,4,,,590,500,1690,Scholar Alumni,,2017 Spring,2012,,0,0,0,0,0,University of Southern California,44,30,ENGINEERING.: Civil Engineering.,1,2017,5,12,Civil Engineering,Engineering,1,2.8,3.266,0,2.12,,,B.S.,,,
a013900001WSyVb,Female,0,0,0,1,0,0,39083,4,156,1,John Marshall High School,2016,3.953,4.253,19,473,,,,Current Scholar,,2019 Spring,2016,,0,0,0,0,0,University of Southern California,44,30,ENGINEERING.: Civil Engineering.,1,2020,4,5,Civil Engineering.,Engineering,1,3.78,,,,,,,,,
a017000001JTP3x,Male,0,1,0,0,0,0,16620,5,56,0,Foshay Learning Center,2012,,4.3,,,740,620,2050,Scholar Alumni,,2016 Fall,2012,,0,0,0,0,0,University of Southern California,44,30,ENGINEERING.: Computer Engineering.,1,2016 W,3.5,8,Computer Engineering and Computer Science,Engineering,1,3.45,3.41,3.43,3.17,,,B.S.,,,
a017000001JTP4K,Male,0,1,0,0,0,0,21138,5,72,1,Los Angeles Center Enriched Studies,2012,,4.08,,,750,620,2070,Scholar Alumni,,2016 Spring,2012,,0,0,0,0,0,University of Southern California,44,30,ENGINEERING.: Electrical and Electronics Engineering.,1,2017,5,7,Electrical Engineering,Engineering,1,2.5,3,2.21,2,,,B.S.,,,
a017000001JTP9u,Female,1,0,0,0,0,0,17652,2,107,1,Foshay Learning Center,2014,,4.1,,,650,640,1810,Current Scholar,,2019 Spring,2014,,0,0,0,0,0,University of Southern California,44,30,ENGINEERING.: Industrial Engineering.,1,2019,5,10,Industrial Engineering.,Engineering,1,3.33,3.57,,,,,,,,
a017000001JTPBu,Male,0,1,0,0,0,0,1700,5,6,1,Foshay Learning Center,2013,,3.854,,,580,590,1750,Current Scholar,,2018 Fall,2013,,0,0,0,0,0,University of Southern California,44,30,ENGINEERING.: Engineering.,1,2019,6,8,English,English,0,2.74,3.35,2.72,,,,,,,
a017000001Q8IzN,Male,0,1,0,0,0,0,35935,3,173,1,Foshay Learning Center,2015,,3.767,26,181,590,540,1800,Current Scholar,,2019 Fall,2015,,0,0,0,0,0,University of Southern California,44,30,ENGINEERING.: Electrical and Electronics Engineering.,1,2020,5,9,English Literature (British and Commonwealth).,English,0,2.1,,,,,,,,,
a017000001JTP4x,Female,0,1,0,0,0,0,26538,5,90,1,Manual Arts Senior High School,2012,,3.1,,,570,560,1650,Scholar Alumni,,2016 Spring,2012,,0,0,0,0,0,University of Southern California,44,30,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.: Linguistics.",0,2016,4,7,Writing Intensive English,English,0,3.42,3.58,3.36,2.83,,,B.A.,,,
a017000001JTOn2,Female,0,1,0,0,0,0,31591,5,107,0,Foshay Learning Center,2012,,3.9,,,580,640,1830,Scholar Alumni,,2016 Fall,2012,2012,0,1,1,0,0,University of Southern California,44,30,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.: Spanish Language and Literature.",0,2016 W,3.5,8,Spanish; Health and Humanity,Foreign Language/Linguistics,0,2.81,3.12,3.2,3.22,2.85,,B.A.,,,
a017000001JTP53,Male,0,0,0,0,0,1,41205,4,164,1,William Howard Taft High School,2012,,3.52,,,650,560,1780,Scholar Alumni,,2018 Fall,2012,,0,0,0,0,0,University of Southern California,44,30,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biochemistry.,1,2016,4,7,Doctor of Pharmacy,Health Professions,1,3.12,3.18,3.04,2.99,2.97,,B.A.,No Student Loans,"Employed, full-time",Yes
a017000001JTOon,Female,1,0,0,0,0,0,38694,2,235,0,Frederick K C Price High School,2014,,4.114,,,610,600,1890,Scholar Alumni,,2018 Spring,2014,2014,0,1,1,0,0,University of Southern California,44,30,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biochemistry.,1,2018,4,9,Global Health,Health Professions,1,3.3,3.11,,,,,B.S.,"10,000-19,999",,
a017000001JTP5L,Female,0,1,0,0,0,0,9200,6,27,1,Banning High School,2012,,3.83,,,600,570,1690,Scholar Alumni,,2016 Spring,2012,,0,0,0,0,0,University of Southern California,44,30,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biology/Biological Sciences, General.",1,2016,4,8,Health Promotion and Disease Prevention,Health Professions,1,3,3.019,2.93,,,,B.S.,"20,000-29,999","Employed, part-time",Eventually
